@RELATION driveby
@ATTRIBUTE avg_distance NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE duration_s NUMERIC
@ATTRIBUTE nr_of_measures NUMERIC
@ATTRIBUTE distance_variance NUMERIC
@ATTRIBUTE avg_speed NUMERIC
@ATTRIBUTE avg_accel NUMERIC
@ATTRIBUTE diff_prev NUMERIC
@ATTRIBUTE diff_next NUMERIC
@ATTRIBUTE class {OVERTAKING_SITUATION, OTHER}



@DATA
8.59,5.285030175636388,0.36251401901245117,5,0.1619999999999998,14.578829778869503,0.5217321324238081,8.59,-2.2033333333333314,OTHER
10.793333333333331,1.0562678757819635,0.0720360279083252,3,0.02139259259259238,14.663049955033552,0.4166183758259031,2.2033333333333314,2.433333333333332,OTHER
8.36,0.44311782762856944,0.03022003173828125,2,0.0,14.663049710409455,0.41661837582588823,-2.433333333333332,-1.2680000000000007,OTHER
9.628,1.3910848063178975,0.09487009048461914,5,0.05575680000000009,14.663049220380241,0.4166183758259117,1.2680000000000007,1.7080000000000002,OTHER
7.92,0.43402481002494037,0.029599905014038086,2,0.0,14.663047392182483,0.4166183758259176,-1.7080000000000002,-2.6657142857142855,OTHER
10.585714285714285,1.5318771726216214,0.10292601585388184,7,0.011545481049562644,14.883284463243381,-0.07217307204212348,2.6657142857142855,2.5642328042328053,OTHER
8.02148148148148,7.947984036299208,0.5340209007263184,27,0.0003594777218919924,14.883282705769018,-0.07217307204213276,-2.5642328042328053,-7.518518518518519,OTHER
15.54,2.4844585773390775,0.16504812240600586,9,0.003211111111111176,15.052934508564102,0.5085519877446457,7.518518518518519,7.509310344827584,OTHER
8.030689655172415,9.01067701020397,0.5952339172363281,29,8.384517610397836e-05,15.138043631721384,0.4524519038743118,-7.509310344827584,-1.0793103448275847,OTHER
9.11,0.6033314336451353,0.03905081748962402,4,0.0,15.449905339509042,0.2469051656193953,1.0793103448275847,1.0808571428571394,OTHER
8.02914285714286,9.82424026494434,0.6358771324157715,35,0.0004892454810495422,15.449903391903565,0.246905165619418,-1.0808571428571394,3.8734285714285743,OTHER
4.155714285714286,3.6376743507919524,0.23548293113708496,14,2.332361516034679e-06,15.447719854796194,0.19866354201873618,-3.8734285714285743,-3.862285714285715,OTHER
8.018,1.099188761793695,0.07116889953613281,5,0.0002888000000000039,15.444790757733037,0.1339042561378183,3.862285714285715,-1.0244999999999997,OTHER
9.0425,0.6687138957518913,0.04329705238342285,4,1.5625000000015986e-06,15.44479032498577,0.13390425613781706,1.0244999999999997,1.0524999999999993,OTHER
7.990000000000001,1.524416198654302,0.09870100021362305,6,1.314768175368353e-31,15.44478977269672,0.133904256137808,-1.0524999999999993,3.9950000000000014,OTHER
3.9949999999999997,1.5765578598936876,0.10207700729370117,6,0.0009374999999999934,15.44478920074072,0.13390425613781862,-3.9950000000000014,-3.9899999999999998,OTHER
7.984999999999999,26.646981053453523,1.7085208892822266,88,2.3011363636362653e-05,15.596520487758443,0.17489801965469196,3.9899999999999998,4.002142857142856,OTHER
3.982857142857143,9.7792128310658,0.6268320083618164,35,1.4927113702624266e-05,15.601010638596966,0.1277860941488722,-4.002142857142856,-4.016061776061774,OTHER
7.998918918918917,10.16787863134556,0.6303930282592773,37,0.001986079797840233,16.12942747704939,-0.045961898441106624,4.016061776061774,-1.6477477477477498,OTHER
9.646666666666667,0.5682730018575163,0.0352320671081543,3,5.9259259259262e-05,16.129425506401585,-0.045961898441090804,1.6477477477477498,1.7766666666666664,OTHER
7.87,0.672725944476319,0.04170799255371094,4,2.4999999999998934e-05,16.12942516017745,-0.04596189844111601,-1.7766666666666664,-1.3599999999999985,OTHER
9.229999999999999,1.018314382225106,0.06313395500183105,4,0.00022500000000001704,16.129424842710584,-0.04596189844110429,1.3599999999999985,1.339999999999999,OTHER
7.89,0.9979290665533037,0.06187009811401367,3,0.0,16.12942434185782,-0.04596189844111123,-1.339999999999999,3.9066666666666667,OTHER
3.983333333333333,2.115482890890622,0.13230204582214355,6,0.0007407407407407454,15.989797268399842,-0.03896820188293965,-3.9066666666666667,-3.852121212121214,OTHER
