@RELATION driveby
@ATTRIBUTE avg_distance NUMERIC
@ATTRIBUTE length NUMERIC
@ATTRIBUTE duration_s NUMERIC
@ATTRIBUTE nr_of_measures NUMERIC
@ATTRIBUTE distance_variance NUMERIC
@ATTRIBUTE avg_speed NUMERIC
@ATTRIBUTE avg_accel NUMERIC
@ATTRIBUTE diff_prev NUMERIC
@ATTRIBUTE diff_next NUMERIC
@ATTRIBUTE class {FREE_SPACE, PARKING_CAR, OVERTAKING_SITUATION, PARKING_MC_BC}



@DATA
1.0730000000000002,0.0,0.5937650203704834,30,4.563333333333314e-05,0.0,0.0,1.0730000000000002,-5.628309523809524,OVERTAKING_SITUATION
6.701309523809525,6.472926681683811,1.8040838241577148,84,9.364286389158631e-05,3.587930114447909,1.695983954534212,5.628309523809524,-0.168273809523809,FREE_SPACE
6.869583333333334,2.6665059702025737,0.5449390411376953,24,0.005717021122685177,4.893218816981037,0.9623903539629335,0.168273809523809,-2.4104166666666673,FREE_SPACE
9.280000000000001,0.17547233349237415,0.02958202362060547,2,0.022049999999999806,5.931721769370377,0.9016833291566342,2.4104166666666673,1.307500000000001,FREE_SPACE
7.9725,0.9735139454960416,0.16411995887756348,8,0.2954882812499999,5.931721846349602,0.9016833291566412,-1.307500000000001,1.8100000000000005,FREE_SPACE
6.1625,5.951851684351672,0.961785078048706,4,0.048951562499999976,6.188338559407617,0.9605114138849838,-1.8100000000000005,2.0024999999999995,FREE_SPACE
4.16,0.04391920673956225,0.006685972213745117,2,0.0,6.568858699303672,1.0457043196509557,-2.0024999999999995,-8.70397260273972,FREE_SPACE
12.86397260273972,24.723899167904623,3.174607038497925,73,0.020522040167910174,7.788018758883245,1.068438312271242,8.70397260273972,3.78397260273972,FREE_SPACE
9.08,0.06365882689623299,0.006546974182128906,2,0.0,9.723396660093869,1.240394507950336,-3.78397260273972,1.0025000000000013,FREE_SPACE
8.077499999999999,3.402403916722968,0.3077080249786377,12,0.0007130208333333508,11.057247912072414,1.688304325235299,-1.0025000000000013,-1.2575000000000003,FREE_SPACE
9.334999999999999,3.0569415133619806,0.2713789939880371,6,0.005704166666666698,11.264473599960121,1.752081371845988,1.2575000000000003,1.817499999999999,FREE_SPACE
7.5175,0.45114247709347954,0.04005002975463867,4,0.00018906249999999804,11.264472956882818,1.7520813718459882,-1.817499999999999,-2.375,FREE_SPACE
9.8925,0.44663593098490495,0.03964996337890625,4,0.005814062499999989,11.264472723889448,1.7520813718459654,2.375,1.8352777777777778,FREE_SPACE
8.057222222222222,4.6560681207954655,0.4047129154205322,18,4.116941015089376e-05,11.504619554721653,0.999615190688989,-1.8352777777777778,-1.2577777777777772,FREE_SPACE
9.315,0.32488705611760105,0.027393102645874023,2,0.000612500000000005,11.860177370836665,-0.09205339763559464,1.2577777777777772,1.3790740740740768,FREE_SPACE
